,id,lon,lad,Number
365,16199,103.7707292,1.296393036,5
366,16201,103.7841076,1.281300632,8
367,16209,103.7840065,1.281590928,4
368,16219,103.7836236,1.280158333,4
369,16229,103.7815996,1.283009073,4
370,16239,103.7789344,1.286435278,4
371,16249,103.7740068,1.289282771,4
372,17009,103.7641223,1.314915729,13
373,17011,103.7668819,1.293869008,6
374,17019,103.7670518,1.293797479,4
375,17021,103.766912,1.296737026,6
376,17029,103.767103,1.296945701,4
377,17031,103.7656763,1.301723058,6
378,17039,103.7660643,1.301531646,5
379,17041,103.7645595,1.304210157,6
380,17049,103.7645982,1.304706382,5
381,17051,103.7624015,1.3172641,4
382,17059,103.7617011,1.316943333,7
383,17061,103.7618051,1.307758348,5
384,17071,103.7604443,1.308917819,5
385,17099,103.7716527,1.30783047,6
386,17101,103.771792,1.314874732,5
387,17109,103.7721831,1.315527141,7
388,17111,103.7712464,1.317798098,5
389,17119,103.7719327,1.31728447,7
390,17121,103.7694454,1.304764103,5
391,17129,103.7698584,1.305141367,4
392,17131,103.7659254,1.3079899,5
393,17139,103.76587,1.309033047,4
394,17141,103.7635,1.310995,5
395,17149,103.7634618,1.311715151,4
396,17151,103.7696099,1.311695194,9
397,17159,103.7698144,1.311975556,6
398,17161,103.7668548,1.312409936,11
399,17169,103.7667967,1.312845278,6
400,17171,103.765027,1.314973993,11
401,17179,103.76536,1.315281916,8
402,17181,103.7638855,1.317495708,7
403,17189,103.7640641,1.317905022,9
404,17221,103.7679002,1.317356313,4
405,17229,103.7682421,1.317284025,4
406,17239,103.7658489,1.312440556,4
407,17249,103.7693364,1.315171111,4
408,17251,103.76744,1.31148,4
409,17259,103.7674607,1.310927982,5
410,17299,103.7700506,1.290605556,4
411,17309,103.7652456,1.295370833,4
412,17359,103.7662175,1.293337222,4
413,17369,103.7638686,1.298405833,4
414,17379,103.7638943,1.320490892,4
415,17381,103.7668644,1.299076389,6
416,17389,103.7670019,1.299081389,4
417,18011,103.8021033,1.280870897,7
418,18019,103.8025231,1.280910556,5
419,18021,103.7889243,1.296452977,4
420,18029,103.7891805,1.296098115,4
421,18041,103.793174,1.288360253,7
422,18049,103.7920719,1.2901611,4
423,18051,103.7873442,1.29863776,4
424,18059,103.7872067,1.298491389,4
425,18061,103.7873805,1.296715889,4
426,18069,103.7875521,1.296490641,4
427,18071,103.784491,1.295425,4
428,18079,103.7845539,1.296481774,4
429,18081,103.7873375,1.294785193,4
430,18089,103.7875736,1.294806759,4
431,18099,103.7895362,1.293931694,4
432,18101,103.786354,1.292825,7
433,18109,103.786726,1.294034366,4
434,18111,103.7844842,1.300593056,5
435,18119,103.7846675,1.300046389,6
436,18121,103.7854209,1.29751168,12
437,18129,103.7857077,1.297762254,10
438,18131,103.7918328,1.289500735,7
439,18141,103.7878809,1.304182797,14
440,18149,103.7872414,1.302530011,13
441,18151,103.7886429,1.300510831,4
442,18159,103.7885837,1.300346899,4
443,18171,103.7941291,1.299054786,4
444,18179,103.7930455,1.299881075,4
445,18181,103.7936936,1.297145853,4
446,18189,103.7939032,1.29839663,4
447,18191,103.7958906,1.294313104,4
448,18199,103.7940762,1.295443428,4
449,18201,103.7932288,1.294980987,4
450,18211,103.7952226,1.291618169,4
451,18221,103.7834655,1.296300678,4
452,18239,103.7831878,1.296789434,5
453,18241,103.7870786,1.290923045,6
454,18249,103.787127,1.290724,5
455,18251,103.7884536,1.290681389,6
456,18261,103.7893381,1.290159968,6
457,18269,103.7891869,1.290103333,5
458,18271,103.7899278,1.288407,6
459,18279,103.7897662,1.288406368,5
460,18281,103.7912122,1.287525569,6
461,18289,103.791206,1.287381057,5
462,18301,103.780927,1.297385215,4
463,18309,103.781342,1.297520117,5
464,18311,103.7779213,1.297438148,4
465,18319,103.7781311,1.297526389,5
466,18321,103.7756192,1.298793333,4
467,18329,103.7761142,1.298924444,5
468,18331,103.7848914,1.29370722,4
469,18339,103.7850791,1.293793029,5
470,19011,103.7842367,1.307816389,6
471,19019,103.7847592,1.308073056,4
472,19021,103.7812018,1.309654902,7
473,19029,103.7820188,1.30956092,5
474,19031,103.7783836,1.311234167,7
475,19039,103.7786839,1.311679511,5
476,19041,103.7755275,1.312359722,7
477,19049,103.7747922,1.312663022,5
478,19051,103.7739233,1.308964444,4
479,19059,103.7727225,1.308945,5
480,19061,103.7778212,1.307524427,4
481,19069,103.7767117,1.307787583,5
482,19071,103.7810831,1.305155,5
483,19079,103.7801297,1.306103056,5
484,19081,103.7828247,1.302569722,5
485,19089,103.7818439,1.303703056,6
486,19091,103.7820822,1.307392778,4
487,19099,103.7819124,1.30697118,4
488,20011,103.7612873,1.313086246,4
489,20019,103.7615108,1.313576111,4
490,20021,103.7578896,1.316759237,5
491,20029,103.7576799,1.317728339,7
492,20031,103.7546468,1.320559871,5
493,20039,103.7547151,1.321024998,7
494,20051,103.7475443,1.322587082,4
495,20059,103.7476935,1.323321088,7
496,20069,103.7441879,1.324056365,5
497,20081,103.7387923,1.326604729,4
498,20089,103.739223,1.327029677,5
499,20101,103.7622193,1.319937142,6
500,20109,103.76207,1.320852201,4
501,20121,103.73708,1.320239722,4
502,20129,103.7375411,1.32034555,4
503,20131,103.7518512,1.315593616,5
504,20141,103.7487711,1.317719998,5
505,20151,103.7463105,1.318296687,4
506,20159,103.7464017,1.318511375,4
507,20181,103.7474585,1.320484789,4
508,20189,103.747273,1.320305014,5
509,20191,103.7484564,1.319241667,4
510,20199,103.7481997,1.319081111,5
511,20201,103.7434053,1.321276111,4
512,20209,103.7440744,1.320433333,4
513,20211,103.74184,1.321771939,4
514,20219,103.7414333,1.3220569,4
515,20231,103.739444,1.322344073,4
516,20239,103.7394701,1.322468796,4
517,20241,103.7363836,1.321162775,4
518,20249,103.7367036,1.32162,4
519,20259,103.74477,1.319621876,4
520,20261,103.7454642,1.321599731,5
521,20269,103.7458094,1.321517806,4
522,20271,103.7455089,1.325275533,5
523,20281,103.7548421,1.312342195,5
524,20291,103.7577143,1.310950623,5
525,21011,103.7286685,1.325343288,4
526,21019,103.7270332,1.325548678,5
527,21021,103.7237901,1.324193222,4
528,21029,103.7218077,1.324297286,6
529,21161,103.7127336,1.3504679,5
530,21169,103.7127581,1.350743561,4
531,21171,103.7190661,1.325816389,4
532,21179,103.7192953,1.325861667,6
533,21211,103.7160683,1.340049722,4
534,21231,103.7159904,1.343595351,6
535,21239,103.7163304,1.344504826,6
536,21241,103.7123543,1.349736652,6
537,21251,103.7103474,1.336241214,4
538,21259,103.710437,1.336041349,4
539,21261,103.7102509,1.33393514,4
540,21269,103.7104976,1.334181836,4
541,21291,103.7094335,1.31585423,4
542,21299,103.7099458,1.315870349,4
543,21301,103.7099705,1.318497215,4
544,21309,103.710547,1.319190308,4
545,21311,103.7095638,1.323205141,4
546,21319,103.7098042,1.323773402,4
547,21321,103.7088543,1.326240558,4
548,21329,103.7090179,1.326915483,4
549,21331,103.7079679,1.330290492,4
550,21339,103.7083232,1.330424656,4
551,21341,103.7089583,1.335173458,4
552,21349,103.7092447,1.335064598,4
553,21351,103.7095643,1.338821386,5
554,21359,103.7099597,1.338670103,5
555,21361,103.7076718,1.343023233,6
556,21369,103.7080031,1.343091237,4
557,21371,103.7061787,1.345227226,7
558,21379,103.7064891,1.345348552,7
559,21389,103.7089646,1.349514399,4
560,21391,103.7084794,1.344850642,4
561,21399,103.7080599,1.34481408,6
562,21409,103.7120706,1.343389693,4
563,21411,103.7103305,1.343932701,5
564,21419,103.7105765,1.343880607,6
565,21421,103.710326,1.347203078,8
566,21429,103.7105915,1.347402033,7
567,21431,103.7124106,1.347656389,5
568,21439,103.7116589,1.348422778,7
569,21441,103.7132623,1.346382425,5
570,21449,103.7130614,1.346398056,7
571,21451,103.71473,1.345248333,7
572,21459,103.7149133,1.345580455,6
573,21461,103.7179936,1.327319722,4
574,21469,103.7180853,1.327475,4
575,21471,103.7154267,1.326731389,4
576,21479,103.7157017,1.326918056,4
577,21481,103.7120884,1.32600146,4
578,21489,103.7126543,1.326278397,4
579,21491,103.7108268,1.326863545,4
580,21499,103.7110243,1.32655549,4
581,21501,103.7100021,1.330427715,4
582,21509,103.7099872,1.331156391,4
583,21551,103.7209862,1.326661043,6
584,21559,103.7206391,1.326626599,7
585,21561,103.7227432,1.328893152,6
586,21569,103.7228981,1.328572039,5
587,21571,103.7230701,1.330567195,6
588,21579,103.7231809,1.330134723,5
589,21581,103.7232864,1.33243351,7
590,21589,103.7234581,1.332465687,5
591,21591,103.7224281,1.334761036,7
592,21599,103.7226849,1.334683562,5
593,21601,103.7210977,1.337270296,6
594,21609,103.7210263,1.337751668,4
595,21611,103.7193196,1.338364342,4
596,21621,103.7220593,1.339214998,5
597,21629,103.7227567,1.33954477,4
598,21631,103.7249361,1.333636261,4
599,21639,103.7251164,1.333788611,5
600,21641,103.7250087,1.336301262,4
601,21649,103.7251798,1.336708866,5
602,21651,103.7240217,1.338730149,5
603,21659,103.7241081,1.338960105,6
604,21661,103.7214143,1.341765605,7
605,21669,103.7220952,1.341342145,7
606,21671,103.7237617,1.338065,4
607,21679,103.7235836,1.337762198,4
608,21681,103.714663,1.342287323,4
609,21689,103.7144234,1.342419846,5
610,21691,103.7113881,1.341078598,4
611,21699,103.7120308,1.341549821,5
612,21711,103.7157628,1.346998842,4
613,21751,103.7248047,1.330893333,4
614,21759,103.7249113,1.330323876,5
615,21761,103.7247681,1.328313333,4
616,21769,103.7249038,1.328475541,5
617,21771,103.7237302,1.326579924,4
618,21779,103.7242577,1.326435722,6
620,22011,103.707755,1.32129798,4
621,22019,103.7071133,1.322024022,4
622,22021,103.7036931,1.321682451,4
623,22029,103.7026821,1.322449717,4
624,22031,103.6985518,1.32216806,4
625,22039,103.6986162,1.322840765,4
626,22041,103.6987308,1.314635,4
627,22049,103.6978889,1.314466389,4
628,22051,103.7020447,1.313869167,4
629,22059,103.7012625,1.313606111,4
630,22061,103.704641,1.314276178,4
631,22069,103.7037946,1.31365448,4
632,22071,103.7069513,1.314336368,4
633,22079,103.7080498,1.313943992,4
634,22081,103.7003759,1.305995557,4
635,22089,103.7008781,1.305892778,4
636,22091,103.6965559,1.308807216,5
637,22099,103.6968896,1.308797648,4
638,22141,103.6959517,1.317333006,4
639,22149,103.6963118,1.317319604,4
640,22151,103.6962716,1.320952337,4
641,22159,103.6966332,1.320952433,4
642,22161,103.6964311,1.325516569,5
643,22169,103.6966158,1.326245429,6
644,22171,103.6963769,1.329541667,5
645,22179,103.6966591,1.330004723,6
646,22181,103.6963769,1.333016111,6
647,22189,103.6966629,1.333697107,6
648,22191,103.6983275,1.33130584,4
649,22219,103.7026074,1.327645561,4
650,22221,103.6978569,1.327909161,4
651,22229,103.6988747,1.327643343,4
652,22231,103.697179,1.340794867,5
653,22239,103.6974219,1.340819722,5
654,22241,103.6993839,1.340122707,5
655,22249,103.6986544,1.340160074,4
656,22251,103.7026567,1.340733333,5
657,22259,103.7025464,1.340891364,4
658,22271,103.7001115,1.329245828,4
659,22281,103.7037526,1.328492643,4
660,22289,103.70284,1.329263333,4
661,22299,103.7017741,1.330688334,4
662,22309,103.7033808,1.33327,4
663,22319,103.7054525,1.331981389,4
664,22329,103.7050159,1.330243469,4
665,22331,103.7031792,1.304858477,4
666,22341,103.7010333,1.344916161,6
667,22349,103.7007963,1.345205373,4
668,22351,103.6980338,1.342774219,4
669,22359,103.6972753,1.342526667,4
670,22361,103.6958728,1.340778056,5
671,22369,103.6951104,1.340331864,4
672,22391,103.6957231,1.313427499,5
673,22399,103.696016,1.313457071,4
674,22401,103.6971497,1.310078753,5
675,22409,103.6974199,1.310142566,4
676,22411,103.703801,1.34626796,5
677,22419,103.7028613,1.346225978,4
678,22421,103.6987239,1.307755,4
679,22429,103.6990807,1.307257497,4
680,22431,103.7074221,1.333082426,4
681,22439,103.7068094,1.333112575,4
682,22441,103.7036275,1.342669872,8
683,22449,103.7038066,1.342762115,7
684,22451,103.6956128,1.338170226,6
685,22459,103.6957204,1.338562904,7
686,22461,103.696205,1.335961944,5
687,22469,103.6963187,1.336490625,6
688,22479,103.6931026,1.334742425,5
689,22481,103.7055409,1.342462238,6
690,22489,103.7053683,1.342584603,6
691,22491,103.704782,1.337212743,5
692,22499,103.7048816,1.337527553,7
693,22501,103.7029713,1.337691991,5
694,22509,103.7032349,1.337994051,5
695,22511,103.7002967,1.337461817,5
696,22519,103.6999522,1.337733596,5
697,22521,103.6977679,1.337416479,7
698,22529,103.6972862,1.337772628,7
699,22531,103.6981438,1.339226733,4
700,22539,103.6983868,1.339195237,5
701,22541,103.6976102,1.334968048,4
702,22549,103.6979536,1.334635631,4
703,22551,103.7006562,1.334982043,4
704,22559,103.701014,1.334654622,4
705,22561,103.7041443,1.334970385,4
706,22569,103.704582,1.334649396,4
707,22591,103.7032958,1.344258333,8
708,22599,103.703081,1.344840383,7
709,23011,103.6925083,1.322405185,4
710,23019,103.692567,1.323021,4
711,23021,103.6851861,1.322435952,4
712,23029,103.6862289,1.323021944,4
713,23031,103.6809911,1.322395431,4
714,23039,103.6815139,1.323031111,4
715,23041,103.6905597,1.333340887,5
716,23051,103.6892814,1.331689722,5
717,23061,103.6865222,1.329527778,5
718,23071,103.682578,1.32977056,5
719,23081,103.678268,1.330116606,5
720,23089,103.6784347,1.330433729,5
721,23091,103.6927623,1.324518616,4
722,23101,103.6909133,1.324534722,4
723,23111,103.6883647,1.324546667,4
724,23121,103.6856463,1.324549519,4
725,23131,103.6840469,1.325371111,4
726,23141,103.6840151,1.326668807,4
727,23151,103.6848346,1.32788229,4
728,23159,103.6856335,1.32766374,4
729,23161,103.6886947,1.327883956,4
730,23169,103.6886764,1.327688333,4
731,23171,103.6911897,1.327896036,4
732,23179,103.6910203,1.327672844,4
733,23181,103.6944886,1.327903056,4
734,23189,103.6939753,1.327644597,4
735,23191,103.6836277,1.319661456,4
736,23199,103.6831235,1.319512645,4
737,23201,103.6862855,1.3196459,4
738,23209,103.6857761,1.319503271,4
739,23211,103.6892047,1.317920619,4
740,23219,103.6885253,1.318327273,4
741,23221,103.671781,1.308966596,5
